ticker,company_name,NASDAQ_sector,cusip,13F_name,cusip8,cik
CKPT,Checkpoint Therapeutics Inc. Common Stock,Healthcare,162828107,CHECKPOINT THERAPEUTICS INC,16282810,1651407.0
AXLA,Axcella Health Inc. Common Stock,Healthcare,05454B105,AXCELLA HEALTH INC,05454B10,1633070.0
GNFTF,Genfit,Healthcare,372279109,GENFIT S A,37227910,
BNIGF,Beroni Group Limited,Healthcare,,,nan,
DMTRF,3-D Matrix Ltd.,Healthcare,88554D205,3-D SYS CORP DEL,88554D20,1023748.0
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,Healthcare,00507W107,ACTINIUM PHARMACEUTICALS INC,00507W10,1397047.0
KIN,Kindred Biosciences Inc. Common Stock,Healthcare,494577109,KINDRED BIOSCIENCES INC,49457710,1561743.0
GLYC,GlycoMimetics Inc. Common Stock,Healthcare,38000Q102,GLYCOMIMETICS INC,38000Q10,1253689.0
LYRA,Lyra Therapeutics Inc. Common Stock,Healthcare,55234L105,LYRA THERAPEUTICS INC,55234L10,
THTX,Theratechnologies Inc. Common Shares,Healthcare,88338H100,THERATECHNOLOGIES INC,88338H10,1512717.0
LQDA,Liquidia Technologies Inc. Common Stock,Healthcare,53635D202,LIQUIDIA TECHNOLOGIES INC,53635D20,1330436.0
CRHM,CRH Medical Corporation Common Shares of Beneficial Interest,Healthcare,,,nan,
ENOB,Enochian Biosciences Inc. Common Stock,Healthcare,29350E104,ENOCHIAN BIOSCIENCES INC,29350E10,
ACRX,AcelRx Pharmaceuticals Inc. Common Stock,Healthcare,00444T100,ACELRX PHARMACEUTICALS INC,00444T10,1427925.0
FVE,Five Star Senior Living Inc. Common Stock,Healthcare,33832D205,FIVE STAR SENIOR LIVING INC,33832D20,1159281.0
VNRX,VolitionRX Limited Common Stock,Healthcare,928661107,VOLITIONRX LTD,92866110,93314.0
BSGM,BioSig Technologies Inc. Common Stock,Healthcare,09073N201,BIOSIG TECHNOLOGIES INC,09073N20,
FHAI,Fountain Healthy Aging Inc,Healthcare,,,nan,
GALT,Galectin Therapeutics Inc. Common Stock,Healthcare,363225202,GALECTIN THERAPEUTICS INC,36322520,1133416.0
RTSL,Rapid Therapeutic Science Laboratories Inc,Healthcare,753422104,RAPID7 INC,75342210,1560327.0
AVEO,AVEO Pharmaceuticals Inc. Common Stock,Healthcare,053588307,AVEO PHARMACEUTICALS INC,05358830,
BDABF,Boule Diagnostics AB,Healthcare,,,nan,
SRGA,Surgalign Holdings Inc. Common Stock,Healthcare,,,nan,
APTX,Aptinyx Inc. Common Stock,Healthcare,03836N103,APTINYX INC,03836N10,1674365.0
CFRX,ContraFect Corporation Common Stock,Healthcare,212326300,CONTRAFECT CORP,21232630,1478069.0
BLU,BELLUS Health Inc. Common Shares,Healthcare,07987C204,BELLUS HEALTH INC NEW,07987C20,1259942.0
LMNL,Liminal BioSciences Inc. Common Shares,Healthcare,53272L103,LIMINAL BIOSCIENCES INC,53272L10,1351172.0
MIST,Milestone Pharmaceuticals Inc. Common Shares,Healthcare,59935V107,MILESTONE PHARMACEUTICALS IN,59935V10,1408443.0
SLNO,Soleno Therapeutics Inc. Common Stock,Healthcare,834203200,SOLENO THERAPEUTICS INC,83420320,1484565.0
CBIXF,Carna Biosciences Inc.,Healthcare,,,nan,
AMPE,Ampio Pharmaceuticals Inc.,Healthcare,03209T109,AMPIO PHARMACEUTICALS INC,03209T10,1411906.0
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,Healthcare,528872302,LEXICON PHARMACEUTICALS INC,52887230,857737.0
ROMJF,Rubicon Organics Inc,Healthcare,,,nan,
EQ,Equillium Inc. Common Stock,Healthcare,29446K106,EQUILLIUM INC,29446K10,1746466.0
HROW,Harrow Health Inc. Common Stock,Healthcare,415858109,HARROW HEALTH INC,41585810,
FONR,Fonar Corporation Common Stock,Healthcare,344437405,FONAR CORP,34443740,355019.0
SESN,Sesen Bio Inc. Common Stock,Healthcare,817763105,SESEN BIO INC,81776310,1485003.0
GNPX,Genprex Inc. Common Stock,Healthcare,372446104,GENPREX INC,37244610,1595248.0
AGTC,Applied Genetic Technologies Corporation Common Stock,Healthcare,03820J100,APPLIED GENETIC TECHNOLOGIES,03820J10,1273636.0
SBBP,Strongbridge Biopharma plc Ordinary Shares,Healthcare,G85347105,STRONGBRIDGE BIOPHARMA PLC,G8534710,1634432.0
NERV,Minerva Neurosciences Inc Common Stock,Healthcare,603380106,MINERVA NEUROSCIENCES INC,60338010,1598646.0
EDAP,EDAP TMS S.A. American Depositary Shares,Healthcare,268311107,EDAP TMS S A,26831110,1041934.0
SRRA,Sierra Oncology Inc. Common Stock,Healthcare,82640U404,SIERRA ONCOLOGY INC,82640U40,1290149.0
IPATF,ImmunoPrecise Antibodies Ltd,Healthcare,,,nan,
CDTX,Cidara Therapeutics Inc. Common Stock,Healthcare,171757107,CIDARA THERAPEUTICS INC,17175710,1610618.0
LPTX,Leap Therapeutics Inc. Common Stock,Healthcare,52187K101,LEAP THERAPEUTICS INC,52187K10,1509745.0
CLYYF,Celyad Oncology,Healthcare,151205200,CELYAD SA,15120520,1637890.0
OBSV,ObsEva SA Ordinary Shares,Healthcare,H5861P103,OBSEVA SA,H5861P10,1685316.0
BIVI,BioVie Inc. Class A Common Stock,Healthcare,,,nan,
PDEX,Pro-Dex Inc. Common Stock,Healthcare,74265M205,PRO-DEX INC COLO,74265M20,353184.0
XXII,22nd Century Group Inc. Common Stock,Healthcare,90137F103,22ND CENTY GROUP INC,90137F10,1766600.0
EWLU,Merion Inc,Healthcare,,,nan,
TARA,Protara Therapeutics Inc.  Common Stock,Healthcare,74365U107,PROTARA THERAPEUTICS INC,74365U10,
TYME,Tyme Technologies Inc. Common Stock,Healthcare,90238J103,TYME TECHNOLOGIES INC,90238J10,1537917.0
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock,Healthcare,74365A309,PROTALIX BIOTHERAPEUTICS INC,74365A30,1006281.0
SOMNF,Somnomed Limited,Healthcare,,,nan,
HBIO,Harvard Bioscience Inc. Common Stock,Healthcare,416906105,HARVARD BIOSCIENCE INC,41690610,1344907.0
IFRX,InflaRx N.V. Common Stock,Healthcare,N44821101,INFLARX NV,N4482110,1708688.0
CBIO,Catalyst Biosciences Inc. Common Stock,Healthcare,14888D208,CATALYST BIOSCIENCES INC,14888D20,1124105.0
KBBTF,Kubota Pharmaceutical Holdings Co Ltd,Healthcare,,,nan,
WINT,Windtree Therapeutics Inc. Common Stock,Healthcare,97382D303,WINDTREE THERAPEUTICS INC,97382D30,
MFCSF,Medical Facilities Corp,Healthcare,58463J304,MEDICAL PPTYS TRUST INC,58463J30,1287865.0
LUMO,Lumos Pharma Inc. Common Stock,Healthcare,55028X109,LUMOS PHARMA INC,55028X10,
CLPT,ClearPoint Neuro Inc. Common Stock,Healthcare,18507C103,CLEARPOINT NEURO INC,18507C10,
ELOX,Eloxx Pharmaceuticals Inc. Common Stock,Healthcare,29014R103,ELOXX PHARMACEUTICALS INC,29014R10,1035354.0
EOLS,Evolus Inc. Common Stock,Healthcare,30052C107,EVOLUS INC,30052C10,1570562.0
GNCA,Genocea Biosciences Inc. Common Stock,Healthcare,372427401,GENOCEA BIOSCIENCES INC,37242740,1457612.0
PIRS,Pieris Pharmaceuticals Inc. Common Stock,Healthcare,720795103,PIERIS PHARMACEUTICALS INC,72079510,1583648.0
EVOK,Evoke Pharma Inc. Common Stock,Healthcare,30049G104,EVOKE PHARMA INC,30049G10,1403708.0
VTVT,vTv Therapeutics Inc. Class A Common Stock,Healthcare,918385105,VTV THERAPEUTICS INC,91838510,1641489.0
CYAD,Celyad SA American Depositary Shares,Healthcare,151205200,CELYAD SA,15120520,1637890.0
ERYP,Erytech Pharma S.A. American Depositary Shares,Healthcare,29604W108,ERYTECH PHARMA,29604W10,1624422.0
COGT,Cogent Biosciences Inc. Common Stock,Healthcare,19239V302,COGENT COMMUNICATIONS HLDGS,19239V30,1158324.0
LGIQ,Logiq Inc,Healthcare,,,nan,
MLSS,Milestone Scientific Inc. Common Stock,Healthcare,59935P209,MILESTONE SCIENTIFIC INC,59935P20,855683.0
IIN,Intricon Corporation Common Stock,Healthcare,46121H109,INTRICON CORP,46121H10,88790.0
GRTS,Gritstone Oncology Inc. Common Stock,Healthcare,39868T105,GRITSTONE ONCOLOGY INC,39868T10,1656634.0
ABEO,Abeona Therapeutics Inc. Common Stock,Healthcare,00289Y107,ABEONA THERAPEUTICS INC,00289Y10,318306.0
CSBR,Champions Oncology Inc. Common Stock,Healthcare,15870P307,CHAMPIONS ONCOLOGY INC,15870P30,771856.0
CATB,Catabasis Pharmaceuticals Inc. Common Stock,Healthcare,14875P206,CATABASIS PHARMACEUTICALS IN,14875P20,1454789.0
LJPC,La Jolla Pharmaceutical Company Common Stock,Healthcare,503459604,LA JOLLA PHARMACEUTICAL CO,50345960,920465.0
ORGS,Orgenesis Inc. Common Stock,Healthcare,68619K204,ORGENESIS INC,68619K20,1460602.0
CRVS,Corvus Pharmaceuticals Inc. Common Stock,Healthcare,221015100,CORVUS PHARMACEUTICALS INC,22101510,1626971.0
INMB,INmune Bio Inc. Common stock,Healthcare,45782T105,INMUNE BIO INC,45782T10,1711754.0
ADMS,Adamas Pharmaceuticals Inc. Common Stock,Healthcare,00548A106,ADAMAS PHARMACEUTICALS INC,00548A10,1328143.0
EVGN,Evogene Ltd Ordinary Shares,Healthcare,M4119S104,EVOGENE LTD,M4119S10,1574565.0
LTRN,Lantern Pharma Inc. Common Stock,Healthcare,51654W101,LANTERN PHARMA INC,51654W10,
XTNT,Xtant Medical Holdings Inc. Common Stock,Healthcare,98420P308,XTANT MED HLDGS INC,98420P30,1453593.0
KDEVF,Karolinska Development AB,Healthcare,,,nan,
NMTR,9 Meters Biopharma Inc. Common Stock,Healthcare,654405109,9 METERS BIOPHARMA INC,65440510,
ZYNE,Zynerba Pharmaceuticals Inc. Common Stock,Healthcare,98986X109,ZYNERBA PHARMACEUTICALS INC,98986X10,1621443.0
STIM,Neuronetics Inc. Common Stock,Healthcare,64131A105,NEURONETICS INC,64131A10,1227636.0
XFOR,X4 Pharmaceuticals Inc. Common Stock,Healthcare,98420X103,X4 PHARMACEUTICALS INC,98420X10,1632304.0
ALIOF,ALIOF,Healthcare,,,nan,
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),Healthcare,294100102,ENZO BIOCHEM INC,29410010,316253.0
ATBPF,Antibe Therapeutics Inc,Healthcare,,,nan,
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,Healthcare,64132R107,NEUROBO PHARMACEUTICALS INC,64132R10,1638287.0
OTLK,Outlook Therapeutics Inc. Common Stock,Healthcare,69012T206,OUTLOOK THERAPEUTICS INC,69012T20,1649989.0
PHAS,PhaseBio Pharmaceuticals Inc. Common Stock,Healthcare,717224109,PHASEBIO PHARMACEUTICALS INC,71722410,1169245.0
OCX,OncoCyte Corporation Common Stock,Healthcare,68235C107,ONCOCYTE CORP,68235C10,1642380.0
QLGN,Qualigen Therapeutics Inc. Common Stock,Healthcare,74754R103,QUALIGEN THERAPEUTICS INC,74754R10,
CEMI,Chembio Diagnostics Inc. Common Stock,Healthcare,163572209,CHEMBIO DIAGNOSTICS INC,16357220,1092662.0
VERO,Venus Concept Inc. Common Stock,Healthcare,92332W105,VENUS CONCEPT INC,92332W10,1409269.0
RMTI,Rockwell Medical Inc. (DE) Common Stock,Healthcare,,,nan,
PAVM,PAVmed Inc. Common Stock,Healthcare,70387R106,PAVMED INC,70387R10,1624326.0
MDWD,MediWound Ltd. Ordinary Shares,Healthcare,M68830104,MEDIWOUND LTD,M6883010,1593984.0
DRIO,DarioHealth Corp. Common Stock,Healthcare,23725P209,DARIOHEALTH CORP,23725P20,1533998.0
ONCY,Oncolytics Biotech Inc. Common Shares,Healthcare,682310875,ONCOLYTICS BIOTECH INC,68231087,
ONCS,OncoSec Medical Incorporated Common Stock,Healthcare,68234L306,ONCOSEC MED INC,68234L30,1444307.0
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Healthcare,890260706,TONIX PHARMACEUTICALS HLDG C,89026070,1430306.0
PTN,Palatin Technologies Inc. Common Stock,Healthcare,696077403,PALATIN TECHNOLOGIES INC,69607740,911216.0
AVCO,Avalon GloboCare Corp. Common Stock,Healthcare,05344R104,AVALON GLOBOCARE CORP,05344R10,1630212.0
LPCN,Lipocine Inc. Common Stock,Healthcare,53630X104,LIPOCINE INC NEW,53630X10,1535955.0
CYCN,Cyclerion Therapeutics Inc. Common Stock,Healthcare,23255M105,CYCLERION THERAPEUTICS INC,23255M10,1755237.0
IMMP,Immutep Limited American Depositary Shares,Healthcare,45257L108,IMMUTEP LTD,45257L10,1506184.0
CAPR,Capricor Therapeutics Inc. Common Stock,Healthcare,14070B309,CAPRICOR THERAPEUTICS INC,14070B30,1133869.0
KMLXF,Respiri Limited,Healthcare,,,nan,
AIM,AIM ImmunoTech Inc. Common Stock,Healthcare,00901B105,AIM IMMUNOTECH INC,00901B10,946644.0
EYEN,Eyenovia Inc. Common Stock,Healthcare,30234E104,EYENOVIA INC,30234E10,1682639.0
DMYDF,DMYDF,Healthcare,,,nan,
IRCLF,Intercure Ltd,Healthcare,,,nan,
NVOS,Novo Integrated Sciences Inc,Healthcare,,,nan,
CRTPF,Cardiol Therapeutics Inc - Class A,Healthcare,,,nan,
NMRD,Nemaura Medical Inc. Common Stock,Healthcare,640442208,NEMAURA MED INC,64044220,
GEN,Genesis Healthcare Inc. Common Stock,Healthcare,37185X106,GENESIS HEALTHCARE INC,37185X10,1351051.0
BLPH,Bellerophon Therapeutics Inc. Common Stock,Healthcare,078771300,BELLEROPHON THERAPEUTICS INC,07877130,
NURPF,Neuren Pharmaceuticals Ltd,Healthcare,,,nan,
ARAV,Aravive Inc. Common Stock,Healthcare,03890D108,ARAVIVE INC,03890D10,1513818.0
MTTCF,Meat-Tech 3D Ltd,Healthcare,,,nan,
PRPH,ProPhase Labs Inc. Common Stock (DE),Healthcare,74345W108,PROPHASE LABS INC,74345W10,868278.0
DMAC,DiaMedica Therapeutics Inc. Common Stock,Healthcare,25253X207,DIAMEDICA THERAPEUTICS INC,25253X20,1401040.0
NBRV,Nabriva Therapeutics plc Ordinary Shares Ireland,Healthcare,G63637105,NABRIVA THERAPEUTICS PLC,G6363710,1641640.0
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,Healthcare,21833P103,CORBUS PHARMACEUTICALS HLDGS,21833P10,1595097.0
ELMD,Electromed Inc. Common Stock,Healthcare,285409108,ELECTROMED INC,28540910,1488917.0
BNOEF,Bionomics Ltd.,Healthcare,,,nan,
LIXT,Lixte Biotechnology Holdings Inc,Healthcare,,,nan,
BNGO,Bionano Genomics Inc. Common Stock,Healthcare,09075F107,BIONANO GENOMICS INC,09075F10,1411690.0
MXDHF,MDxHealth SA,Healthcare,,,nan,
EDTXF,Spectral Medical Inc,Healthcare,,,nan,
BBLG,Bone Biologics Corp,Healthcare,,,nan,
APM,Aptorum Group Limited Class A Ordinary Shares,Healthcare,G6096M106,APTORUM GROUP LIMITED,G6096M10,1734005.0
GNRRF,GeNeuro SA,Healthcare,,,nan,
ETTX,Entasis Therapeutics Holdings Inc. Common Stock,Healthcare,293614103,ENTASIS THERAPEUTICS HLDGS I,29361410,1724344.0
ALRN,Aileron Therapeutics Inc. Common Stock,Healthcare,00887A105,AILERON THERAPEUTICS INC,00887A10,1420565.0
CRJTF,Crossject,Healthcare,,,nan,
ADMP,Adamis Pharmaceuticals Corporation Common Stock,Healthcare,00547W208,ADAMIS PHARMACEUTICALS CORP,00547W20,887247.0
KTOV,Kitov Pharma Ltd. American Depositary Shares,Healthcare,49803V107,KITOV PHARMA LTD,49803V10,1614744.0
ASRT,Assertio Holdings Inc. Common Stock ,Healthcare,04546C106,ASSERTIO HOLDINGS INC,04546C10,
MGFRF,MagForce AG Bearer Shares,Healthcare,,,nan,
IDRA,Idera Pharmaceuticals Inc. Common Stock,Healthcare,45168K405,IDERA PHARMACEUTICALS INC,45168K40,861838.0
ECOR,electroCore Inc. Common Stock,Healthcare,28531P103,ELECTROCORE INC,28531P10,1560258.0
KIADF,Kiadis Pharma NV,Healthcare,,,nan,
CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),Healthcare,206277105,CONCORD MED SVCS HLDGS LTD,20627710,1472072.0
CYYNF,Cynata Therapeutics Limited,Healthcare,,,nan,
MITO,Stealth BioTherapeutics Corp. ADS,Healthcare,85789A105,STEALTH BIOTHERAPEUTICS CORP,85789A10,1696396.0
PXMBF,Paxman AB,Healthcare,,,nan,
INFI,Infinity Pharmaceuticals Inc. Common Stock,Healthcare,45665G303,INFINITY PHARMACEUTICALS INC,45665G30,1177775.0
GBOKF,Greenbrook TMS Inc,Healthcare,,,nan,
MODD,Modular Medical Inc,Healthcare,,,nan,
BOVNF,BioInvent International AB,Healthcare,,,nan,
IGAP,Integrity Applications Inc,Healthcare,,,nan,
STSA,Satsuma Pharmaceuticals Inc. Common Stock,Healthcare,80405P107,SATSUMA PHARMACEUTICALS INC,80405P10,1692830.0
NOVN,Novan Inc. Common Stock,Healthcare,66988N106,NOVAN INC,66988N10,1467154.0
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,Healthcare,M47238106,GALMED PHARMACEUTICALS LTD,M4723810,1595353.0
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Healthcare,04522R101,ASLAN PHARMACEUTICALS LTD,04522R10,1722926.0
SMDCF,SHL Telemedicine International Ltd,Healthcare,,,nan,
IPIX,Innovation Pharmaceuticals Inc,Healthcare,,,nan,
ARDS,Aridis Pharmaceuticals Inc. Common Stock,Healthcare,040334104,ARIDIS PHARMACEUTICALS INC,04033410,
BWAY,Brainsway Ltd. American Depositary Shares,Healthcare,10501L106,BRAINSWAY LTD,10501L10,1505065.0
COPHF,Creso Pharma Limited,Healthcare,,,nan,
APLIF,Appili Therapeutics Inc,Healthcare,,,nan,
SYBX,Synlogic Inc. Common Stock,Healthcare,87166L100,SYNLOGIC INC,87166L10,1614170.0
BRSYF,Brainsway Ltd,Healthcare,10501L106,BRAINSWAY LTD,10501L10,1505065.0
KZIA,Kazia Therapeutics Limited American Depositary Shares,Healthcare,48669G105,KAZIA THERAPEUTICS LTD,48669G10,
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,Healthcare,63937X202,NAVIDEA BIOPHARMACEUTICALS I,63937X20,810509.0
ADOCY,Adocia ADR,Healthcare,,,nan,
PRRUF,Immutep Limited,Healthcare,45257L108,IMMUTEP LTD,45257L10,1506184.0
BMRA,Biomerica Inc. Common Stock,Healthcare,09061H307,BIOMERICA INC,09061H30,1417678.0
ORMP,Oramed Pharmaceuticals Inc. Common Stock,Healthcare,68403P203,ORAMED PHARM INC,68403P20,1080340.0
CLSD,Clearside Biomedical Inc. Common Stock,Healthcare,185063104,CLEARSIDE BIOMEDICAL INC,18506310,1539029.0
TCON,TRACON Pharmaceuticals Inc. Common Stock,Healthcare,89237H209,TRACON PHARMACEUTICALS INC,89237H20,
IPDQF,ImpediMed Ltd,Healthcare,,,nan,
ARMP,Armata Pharmaceuticals Inc. Common Stock,Healthcare,04216R102,ARMATA PHARMACEUTICALS INC,04216R10,921114.0
CTXR,Citius Pharmaceuticals Inc. Common Stock,Healthcare,17322U207,CITIUS PHARMACEUTICALS INC,17322U20,1506251.0
HRPMF,Herantis Pharma OYJ,Healthcare,,,nan,
EDSA,Edesa Biotech Inc. Common Shares,Healthcare,27966L108,EDESA BIOTECH INC,27966L10,1540159.0
RGRX,Regenerx Biopharmaceuticals,Healthcare,,,nan,
CLIFF,Cordlife Group Limited,Healthcare,,,nan,
CRIS,Curis Inc. Common Stock,Healthcare,231269200,CURIS INC,23126920,1108205.0
TRVI,Trevi Therapeutics Inc. Common Stock,Healthcare,89532M101,TREVI THERAPEUTICS INC,89532M10,1563880.0
PLLWF,Polarean Imaging Plc,Healthcare,,,nan,
AGE,AgeX Therapeutics Inc. Common Stock,Healthcare,00848H108,AGEX THERAPEUTICS INC,00848H10,1708599.0
PNEXF,Pharnext,Healthcare,,,nan,
ALLGF,Alligator Bioscience AB,Healthcare,,,nan,
BIOC,Biocept Inc. Common Stock,Healthcare,09072V402,BIOCEPT INC,09072V40,1044378.0
TMDI,Titan Medical Inc. Ordinary Shares,Healthcare,,,nan,
TONJ,Tongji Healthcare Group Inc,Healthcare,,,nan,
SVRA,Savara Inc. Common Stock,Healthcare,805111101,SAVARA INC,80511110,1461492.0
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,Healthcare,30233G100,EYEPOINT PHARMACEUTICALS INC,30233G10,1314102.0
PTI,Proteostasis Therapeutics Inc. Common Stock,Healthcare,74373B109,PROTEOSTASIS THERAPEUTICS IN,74373B10,1445283.0
CURR,CURE Pharmaceutical Holding Corp,Healthcare,,,nan,
CSBTF,Kuros Biosciences AG,Healthcare,,,nan,
BVXV,BiondVax Pharmaceuticals Ltd. American Depositary Shares,Healthcare,09073Q105,BIONDVAX PHARMACEUTICALS LTD,09073Q10,1611747.0
NEPH,Nephros Inc. Common Stock,Healthcare,640671400,NEPHROS INC,64067140,
ZIVO,Zivo Bioscience Inc,Healthcare,,,nan,
DXR,Daxor Corporation Common Stock,Healthcare,239467103,DAXOR CORP,23946710,27367.0
COCP,Cocrystal Pharma Inc. Common Stock,Healthcare,19188J300,COCRYSTAL PHARMA INC,19188J30,1412486.0
BIOQ,Bioqual Inc,Healthcare,,,nan,
VTGN,VistaGen Therapeutics Inc. Common Stock,Healthcare,92840H202,VISTAGEN THERAPEUTICS INC,92840H20,1411685.0
MOHO,ECMOHO Limited American Depositary Shares,Healthcare,27888P104,ECMOHO LTD,27888P10,1763197.0
ATXI,Avenue Therapeutics Inc. Common Stock,Healthcare,05360L205,AVENUE THERAPEUTICS INC,05360L20,1644963.0
BASI,Bioanalytical Systems Inc. Common Stock,Healthcare,09058M103,BIOANALYTICAL SYS INC,09058M10,720154.0
CFMS,Conformis Inc. Common Stock,Healthcare,20717E101,CONFORMIS INC,20717E10,1470962.0
AKTX,Akari Therapeutics Plc ADR,Healthcare,00972G108,AKARI THERAPEUTICS PLC,00972G10,1541157.0
ARPO,Aerpio Pharmaceuticals Inc. Common Stock,Healthcare,00810B105,AERPIO PHARMACEUTICALS INC,00810B10,1422142.0
ELTP,Elite Pharmaceuticals Inc.,Healthcare,,,nan,
MBOT,Microbot Medical Inc. Common Stock,Healthcare,59503A204,MICROBOT MED INC,59503A20,883975.0
DFFN,Diffusion Pharmaceuticals Inc. Common Stock,Healthcare,253748305,DIFFUSION PHARMACEUTICALS IN,25374830,1053691.0
ANIX,Anixa Biosciences Inc. Common Stock,Healthcare,03528H109,ANIXA BIOSCIENCES INC,03528H10,715446.0
VBLT,Vascular Biogenics Ltd. Ordinary Shares,Healthcare,M96883109,VASCULAR BIOGENICS LTD,M9688310,1603207.0
TRIB,Trinity Biotech plc American Depositary Shares,Healthcare,896438306,TRINITY BIOTECH PLC,89643830,888721.0
ONVO,Organovo Holdings Inc. Common Stock,Healthcare,68620A104,ORGANOVO HLDGS INC,68620A10,1497253.0
SNGX,Soligenix Inc. Common Stock,Healthcare,834223307,SOLIGENIX INC,83422330,812796.0
NVCN,Neovasc Inc. Common Shares,Healthcare,64065J304,NEOVASC INC,64065J30,1399708.0
SCYX,SCYNEXIS Inc. Common Stock,Healthcare,811292101,SCYNEXIS INC,81129210,1178253.0
MNPR,Monopar Therapeutics Inc. Common Stock,Healthcare,61023L108,MONOPAR THERAPEUTICS INC,61023L10,1727357.0
CWBR,CohBar Inc. Common Stock,Healthcare,19249J109,COHBAR INC,19249J10,1522602.0
GWPD,GP Solutions Inc,Healthcare,36225V104,GP STRATEGIES CORP,36225V10,1114872.0
ALNA,Allena Pharmaceuticals Inc. Common Stock,Healthcare,018119107,ALLENA PHARMACEUTICALS INC,01811910,1624658.0
CCEL,Cryo-Cell International Inc.,Healthcare,,,nan,
OCGN,Ocugen Inc. Common Stock,Healthcare,67577C105,OCUGEN INC,67577C10,1372299.0
MACK,Merrimack Pharmaceuticals Inc. Common Stock,Healthcare,590328209,MERRIMACK PHARMACEUTICALS IN,59032820,1274792.0
IGC,India Globalization Capital Inc. Common Stock,Healthcare,45408X308,INDIA GLOBALIZATION CAP INC,45408X30,1326205.0
ONTX,Onconova Therapeutics Inc. Common Stock,Healthcare,68232V405,ONCONOVA THERAPEUTICS INC,68232V40,1130598.0
NAII,Natural Alternatives International Inc. Common Stock,Healthcare,638842302,NATURAL ALTERNATIVES INTL IN,63884230,787253.0
PFRCF,Novoheart Holdings Inc,Healthcare,,,nan,
SZGEF,SenzaGen AB,Healthcare,,,nan,
NUMD,Nu-Med Plus Inc,Healthcare,,,nan,
ATHJF,Antisense Therapeut,Healthcare,,,nan,
BITRF,Biotron Ltd,Healthcare,,,nan,
LOVFF,Cannara Biotech Inc,Healthcare,,,nan,
PRNAF,Alterity Therapeutics Ltd,Healthcare,02155X106,ALTERITY THERAPEUTICS LTD,02155X10,
DIZTF,Dignitana AB,Healthcare,,,nan,
IVIXF,Invion Limited,Healthcare,,,nan,
VPHIF,Valeo Pharma Inc - Class A,Healthcare,,,nan,
PDSB,PDS Biotechnology Corporation Common Stock,Healthcare,70465T107,PDS BIOTECHNOLOGY CORP,70465T10,
NGENF,NervGen Pharma Corp,Healthcare,,,nan,
MMNFF,MedMen Enterprises Inc - Class B (Sub Voting),Healthcare,,,nan,
GENE,Genetic Technologies Ltd  Sponsored ADR,Healthcare,37185R307,GENETIC TECHNOLOGIES LTD,37185R30,
MBRX,Moleculin Biotech Inc. Common Stock,Healthcare,60855D101,MOLECULIN BIOTECH INC,60855D10,1659617.0
REPH,Recro Pharma Inc. Common Stock,Healthcare,75629F109,RECRO PHARMA INC,75629F10,1588972.0
ACOR,Acorda Therapeutics Inc. Common Stock,Healthcare,00484M106,ACORDA THERAPEUTICS INC,00484M10,1098972.0
DCTH,Delcath Systems Inc. Common Stock,Healthcare,24661P807,DELCATH SYS INC,24661P80,872912.0
NTRB,Nutriband Inc,Healthcare,,,nan,
SINT,SiNtx Technologies Inc. Common Stock,Healthcare,829392307,SINTX TECHNOLOGIES INC,82939230,1269026.0
FWP,Forward Pharma A/S American Depositary Shares,Healthcare,34986J204,FORWARD PHARMA A/S,34986J20,1604924.0
CLGN,CollPlant Biotechnologies Ltd American Depositary Shares,Healthcare,19516R107,COLLPLANT BIOTECHNOLOGIES LT,19516R10,1631487.0
MAXAF,MAXAF,Healthcare,,,nan,
SRTS,Sensus Healthcare Inc. Common Stock,Healthcare,81728J109,SENSUS HEALTHCARE INC,81728J10,
NWPHF,Newron Pharmaceuticals Spa.,Healthcare,,,nan,
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,Healthcare,230770109,CUMBERLAND PHARMACEUTICALS I,23077010,1087294.0
HAPP,Happiness Biotech Group Limited Ordinary Shares,Healthcare,G4289N114,HAPPINESS BIOTECH GROUP LTD,G4289N11,1751876.0
AUVI,Applied UV Inc. Common Stock,Healthcare,,,nan,
ADDXF,Addex Therapeutics Ltd,Healthcare,00654J107,ADDEX THERAPEUTICS LTD,00654J10,
PRFX,PainReform Ltd. Ordinary Shares,Healthcare,,,nan,
SSKN,Strata Skin Sciences Inc. Common Stock,Healthcare,86272A206,STRATA SKIN SCIENCES INC,86272A20,1051514.0
CAIHF,Chia Tai Enterprises International Limited,Healthcare,16706W102,CHIASMA INC,16706W10,1339469.0
SEEL,Seelos Therapeutics Inc. Common Stock,Healthcare,81577F109,SEELOS THERAPEUTICS INC,81577F10,1017491.0
ICCC,ImmuCell Corporation Common Stock,Healthcare,452525306,IMMUCELL CORP,45252530,811641.0
